date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
1/1/2015,DNK,DKK,Denmark,34.5,6.4174,5.376008976,0.25315,0.26084,0.23071,0.7111,0.94146,43778.79382,4.100096467,0.35558,0.18566,0.22206,0.75492,0.49136
1/1/2015,EGY,EGP,Egypt,16.93,7.35005,2.303385691,-0.46308,-0.45979,-0.4727,-0.26687,-0.16817,6545.098935,2.996271136,-0.20522,-0.30485,-0.28351,0.02891,-0.12561
1/1/2015,EUZ,EUR,Euro area,3.68,0.863073404,4.263832002,-0.0061,0,-0.0239,0.35711,0.53981,35532.55556,3.855629548,0.14331,0,0.0307,0.48012,0.25783
1/1/2015,GBR,GBP,Britain,2.89,0.661594443,4.368234997,0.01824,0.02449,0,0.39034,0.57752,42807.47554,4.07130089,0.10926,-0.02978,0,0.43603,0.22037
1/1/2015,HKG,HKD,Hong Kong,18.8,7.75135,2.425383965,-0.43464,-0.43117,-0.44477,-0.22804,-0.12411,71104.51099,4.910191166,-0.48933,-0.55334,-0.53963,-0.33889,-0.43818
1/1/2015,HUN,HUF,Hungary,860,271.39345,3.168831083,-0.26134,-0.25681,-0.27457,0.00859,0.14437,16567.99483,3.293408619,-0.00525,-0.12994,-0.10323,0.28779,0.09439
1/1/2015,IDN,IDR,Indonesia,27939,12480,2.238701923,-0.47816,-0.47496,-0.4875,-0.28746,-0.19153,6436.130634,2.993040675,-0.22671,-0.32364,-0.30287,0.00109,-0.14925
1/1/2015,IND,INR,India,116.25,61.615,1.886715897,-0.56021,-0.55751,-0.56808,-0.39949,-0.31864,3519.672396,2.906579729,-0.32891,-0.41303,-0.39501,-0.13121,-0.26169
1/1/2015,ISR,ILS,Israel,17.5,3.93415,4.448228969,0.03688,0.04325,0.01831,0.4158,0.60641,33572.53737,3.797523101,0.21101,0.05921,0.09173,0.56775,0.33231
1/1/2015,JPN,JPY,Japan,370,117.765,3.141850295,-0.26763,-0.26314,-0.28075,0,0.13463,47320.86246,4.205104179,-0.22755,-0.32438,-0.30364,0,-0.15018
1/1/2015,KOR,KRW,South Korea,4100,1083.3,3.784731838,-0.11778,-0.11236,-0.13358,0.20462,0.36679,32225.91298,3.757601247,0.04132,-0.08921,-0.06125,0.34808,0.14562
1/1/2015,LKA,LKR,Sri Lanka,350,131.875,2.654028436,-0.38135,-0.37755,-0.39243,-0.15527,-0.04154,,,,,,,
1/1/2015,MEX,MXN,Mexico,49,14.6275,3.349854726,-0.21915,-0.21436,-0.23313,0.0662,0.20975,12763.16998,3.18061127,0.08887,-0.04762,-0.01838,0.40963,0.19793
1/1/2015,MYS,MYR,Malaysia,7.63,3.6155,2.11035818,-0.50808,-0.50506,-0.51689,-0.32831,-0.23788,20546.07788,3.411342357,-0.36043,-0.4406,-0.42342,-0.17202,-0.29636
1/1/2015,NOR,NOK,Norway,48,7.6225,6.297146605,0.46787,0.47687,0.44158,1.00428,1.27411,55064.25416,4.434663774,0.46806,0.28404,0.32346,0.90053,0.6151
1/1/2015,NZL,NZD,New Zealand,5.9,1.313283866,4.492555001,0.04722,0.05364,0.02846,0.42991,0.62241,38757.35277,3.951231472,0.17549,0.02815,0.05971,0.52178,0.29324
1/1/2015,PAK,PKR,Pakistan,300,100.735,2.978110885,-0.3058,-0.30154,-0.31823,-0.05212,0.0755,2103.59016,2.864598737,0.07482,-0.0599,-0.03104,0.39145,0.18248
1/1/2015,PER,PEN,Peru,10,3.008,3.324468085,-0.22507,-0.22031,-0.23894,0.05812,0.20058,8018.150283,3.039941026,0.13062,-0.0111,0.01926,0.46369,0.24387
1/1/2015,PHL,PHP,Philippines,163,44.41,3.670344517,-0.14444,-0.13919,-0.15976,0.16821,0.32549,3500.057902,2.905998241,0.30578,0.14211,0.17717,0.69045,0.43658
1/1/2015,POL,PLN,Poland,9.2,3.7066,2.48205903,-0.42143,-0.41788,-0.43179,-0.21,-0.10364,20857.96042,3.420588387,-0.24981,-0.34384,-0.3237,-0.02881,-0.17467
1/1/2015,RUS,RUB,Russia,89,65.227,1.364465635,-0.68194,-0.67999,-0.68764,-0.56571,-0.50725,26044.31346,3.574342343,-0.60534,-0.65481,-0.64421,-0.48907,-0.56581
1/1/2015,SAU,SAR,Saudi Arabia,11,3.7569,2.927945913,-0.3175,-0.31331,-0.32972,-0.06808,0.05738,37375.63479,3.910269238,-0.22587,-0.3229,-0.30212,0.00218,-0.14833
1/1/2015,SGP,SGD,Singapore,4.7,1.33315,3.525484754,-0.17821,-0.17317,-0.19293,0.1221,0.27317,66574.8515,4.775905463,-0.23683,-0.33249,-0.312,-0.01201,-0.16038
1/1/2015,SWE,SEK,Sweden,40.7,8.19145,4.968595304,0.15818,0.16529,0.13744,0.58142,0.79433,43176.36159,4.082236839,0.25833,0.1006,0.13439,0.62902,0.38437
1/1/2015,THA,THB,Thailand,99,32.605,3.036344119,-0.29223,-0.28788,-0.3049,-0.03358,0.09653,8377.026017,3.05058021,0.02903,-0.09996,-0.07233,0.33217,0.1321
1/1/2015,TUR,TRY,Turkey,9.25,2.33345,3.96408751,-0.07597,-0.0703,-0.09252,0.2617,0.43157,12266.1178,3.165875725,0.29452,0.13226,0.16702,0.67587,0.42419
1/1/2015,TWN,TWD,Taiwan,79,31.493,2.508493951,-0.41527,-0.41168,-0.42574,-0.20159,-0.0941,37675.30072,3.919153096,-0.33827,-0.42122,-0.40345,-0.14333,-0.27199
1/1/2015,UKR,UAH,Ukraine,19,15.822,1.200859563,-0.72008,-0.71836,-0.72509,-0.61779,-0.56633,,,,,,,
1/1/2015,URY,UYU,Uruguay,113,24.425,4.626407369,0.07842,0.08504,0.0591,0.47251,0.67075,,,,,,,
1/1/2015,USA,USD,United States,4.29,1,4.29,0,0.00614,-0.01791,0.36544,0.54926,55083.507,4.435234541,0,-0.12535,-0.0985,0.29459,0.10017
1/1/2015,VEN,VEF,Venezuela,132,52.1021,2.533487134,-0.40944,-0.40582,-0.42002,-0.19363,-0.08507,,,,,,,
1/1/2015,VNM,VND,Vietnam,60000,21380,2.806361085,-0.34584,-0.34182,-0.35755,-0.10678,0.01347,,,,,,,
1/1/2015,ZAF,ZAR,South Africa,25.5,11.47875,2.221496243,-0.48217,-0.47899,-0.49144,-0.29293,-0.19774,12743.49211,3.180027903,-0.27777,-0.3683,-0.34891,-0.06501,-0.20543
7/1/2015,ARE,AED,UAE,13,3.67295,3.539389319,-0.17497,-0.12692,-0.21564,0.18555,0.29275,,,,,,,
7/1/2015,ARG,ARS,Argentina,28,9.135,3.0651341,-0.28552,-0.24391,-0.32074,0.0267,0.11953,16442.22355,3.201612745,-0.04283,-0.11831,-0.16332,0.30537,0.07437
7/1/2015,AUS,AUD,Australia,5.3,1.35126005,3.922265,-0.08572,-0.03247,-0.13079,0.3138,0.4326,55249.32594,4.293742337,-0.08671,-0.15872,-0.20167,0.24553,0.02512
7/1/2015,BRA,BRL,Brazil,13.5,3.15235,4.28251939,-0.00174,0.05639,-0.05095,0.43447,0.56418,9103.911642,2.995094167,0.42954,0.31682,0.2496,0.94958,0.60459
7/1/2015,CAN,CAD,Canada,5.85,1.2897,4.53593859,0.05733,0.11891,0.00521,0.51936,0.65674,41334.42867,3.902142085,0.16217,0.07054,0.01589,0.58495,0.30448
7/1/2015,CHE,CHF,Switzerland,6.5,0.9528,6.821998321,0.59021,0.68282,0.51182,1.28509,1.49171,53979.94074,4.258018641,0.60181,0.47551,0.40018,1.18452,0.79796
7/1/2015,CHL,CLP,Chile,2100,642.45,3.268736867,-0.23806,-0.19368,-0.27562,0.09489,0.1939,16991.78432,3.217078769,0.01584,-0.06426,-0.11203,0.38539,0.14023
7/1/2015,CHN,CNY,China,17,6.2092,2.737872834,-0.3618,-0.32463,-0.39326,-0.08292,0,11853.47037,3.072473674,-0.10909,-0.17934,-0.22124,0.215,0
7/1/2015,COL,COP,Colombia,7900,2708.9,2.916312895,-0.32021,-0.28062,-0.35372,-0.02315,0.06517,9032.512312,2.99308481,-0.02586,-0.10267,-0.14848,0.32852,0.09343
7/1/2015,CRI,CRC,Costa Rica,2150,533.3,4.031501969,-0.06026,-0.00553,-0.10658,0.35039,0.47249,,,,,,,
7/1/2015,CZE,CZK,Czech Republic,70,24.70225,2.833749962,-0.33945,-0.30098,-0.37201,-0.05081,0.03502,25335.11777,3.451881184,-0.17925,-0.24396,-0.28256,0.11933,-0.07874
7/1/2015,DNK,DKK,Denmark,34.59,6.81105,5.078512124,0.1838,0.25275,0.12545,0.7011,0.85491,43664.88542,3.967727007,0.27968,0.17878,0.1186,0.74521,0.43638
7/1/2015,EGY,EGP,Egypt,16.93,7.83005,2.162182872,-0.49599,-0.46664,-0.52084,-0.27576,-0.21027,6545.098935,2.923082734,-0.26047,-0.31878,-0.35355,0.00856,-0.16991
7/1/2015,EUZ,EUR,Euro area,3.7,0.912700224,4.053904998,-0.05503,0,-0.10162,0.35789,0.48068,35340.48769,3.733457491,0.0856,0,-0.05105,0.48052,0.21853
7/1/2015,GBR,GBP,Britain,2.89,0.640450877,4.512446003,0.05185,0.11311,0,0.51149,0.64816,42807.47554,3.943597334,0.144,0.0538,0,0.56017,0.28409
7/1/2015,HKG,HKD,Hong Kong,19.2,7.7508,2.477163648,-0.42257,-0.38894,-0.45104,-0.17025,-0.09522,69623.16701,4.698258424,-0.47286,-0.51443,-0.53921,-0.2811,-0.40831
7/1/2015,HUN,HUF,Hungary,900,282.8778,3.18158583,-0.25837,-0.21518,-0.29493,0.0657,0.16206,15831.6395,3.184429372,-0.00111,-0.07987,-0.12684,0.36227,0.12121
7/1/2015,IDN,IDR,Indonesia,30500,13344.5,2.285585822,-0.46723,-0.4362,-0.49349,-0.23442,-0.1652,5895.706682,2.9048072,-0.21334,-0.27537,-0.31236,0.07283,-0.11701
7/1/2015,IND,INR,India,116.25,63.43,1.832728993,-0.57279,-0.54791,-0.59385,-0.38611,-0.3306,3519.672396,2.837939612,-0.35434,-0.40525,-0.43561,-0.11946,-0.27528
7/1/2015,ISR,ILS,Israel,17.5,3.77835,4.631651382,0.07964,0.14252,0.02642,0.55142,0.6917,33572.53737,3.683702916,0.25706,0.15795,0.09883,0.71437,0.411
7/1/2015,JPN,JPY,Japan,370,123.935,2.985435914,-0.30409,-0.26357,-0.3384,0,0.09042,47320.86246,4.070615408,-0.26675,-0.32456,-0.35904,0,-0.17696
7/1/2015,KOR,KRW,South Korea,4300,1143.5,3.760384784,-0.12345,-0.0724,-0.16666,0.25958,0.37347,30727.03331,3.603623266,0.04328,-0.03898,-0.08804,0.4228,0.17103
7/1/2015,LKA,LKR,Sri Lanka,350,133.85,2.614867389,-0.39047,-0.35498,-0.42052,-0.12413,-0.04493,,,,,,,
7/1/2015,MEX,MXN,Mexico,49,15.73975,3.113137121,-0.27433,-0.23206,-0.3101,0.04277,0.13706,12763.16998,3.098074912,0.00465,-0.07457,-0.12181,0.37012,0.12767
7/1/2015,MYS,MYR,Malaysia,7.65,3.8065,2.009720215,-0.53153,-0.50425,-0.55463,-0.32683,-0.26596,20492.36265,3.315593859,-0.39399,-0.44177,-0.47027,-0.17353,-0.31978
7/1/2015,NOR,NOK,Norway,46,8.14255,5.649335896,0.31686,0.39355,0.25195,0.8923,1.0634,57458.35216,4.355909898,0.29666,0.19442,0.13344,0.76836,0.45544
7/1/2015,NZL,NZD,New Zealand,5.9,1.509092281,3.909635,-0.08866,-0.03559,-0.13359,0.30957,0.42798,38757.35277,3.829616679,0.02067,-0.0598,-0.1078,0.39198,0.14566
7/1/2015,PAK,PKR,Pakistan,350,101.7,3.441494592,-0.19779,-0.15107,-0.23733,0.15276,0.257,1803.07728,2.789630302,0.23341,0.13616,0.07815,0.6821,0.38444
7/1/2015,PER,PEN,Peru,10,3.1835,3.141196796,-0.26779,-0.22514,-0.30388,0.05217,0.14731,8018.150283,2.964538108,0.05936,-0.02417,-0.07398,0.44474,0.18909
7/1/2015,PHL,PHP,Philippines,163,45.2125,3.605197678,-0.15963,-0.11069,-0.20105,0.2076,0.31679,3500.057902,2.83738761,0.27033,0.17017,0.11043,0.73246,0.42589
7/1/2015,POL,PLN,Poland,9.6,3.7736,2.543989824,-0.407,-0.37246,-0.43623,-0.14787,-0.07082,19988.87873,3.301424554,-0.22959,-0.29034,-0.32657,0.05067,-0.13525
7/1/2015,RUS,RUB,Russia,107,56.815,1.883305465,-0.561,-0.53543,-0.58264,-0.36917,-0.31213,21663.02709,3.348539305,-0.4377,-0.48203,-0.50847,-0.23314,-0.36884
7/1/2015,SAU,SAR,Saudi Arabia,12,3.75055,3.199530735,-0.25419,-0.21075,-0.29095,0.07171,0.16862,34260.99856,3.703077948,-0.13617,-0.20428,-0.2449,0.17808,-0.03039
7/1/2015,SGP,SGD,Singapore,4.7,1.3664,3.43969555,-0.19821,-0.15151,-0.23773,0.15216,0.25634,66574.8515,4.612471149,-0.25442,-0.31321,-0.34827,0.01681,-0.16312
7/1/2015,SWE,SEK,Sweden,43.7,8.52265,5.127513156,0.19522,0.26483,0.1363,0.71751,0.87281,40212.30931,3.87056282,0.32446,0.22003,0.15775,0.80628,0.48665
7/1/2015,THA,THB,Thailand,108,34.0875,3.168316832,-0.26146,-0.21845,-0.29787,0.06126,0.15722,7678.940515,2.954991891,0.07196,-0.01256,-0.06297,0.46192,0.20323
7/1/2015,TUR,TRY,Turkey,10.25,2.6457,3.874210984,-0.09692,-0.04433,-0.14144,0.2977,0.41504,11069.42338,3.050408618,0.26979,0.16967,0.10996,0.73172,0.42528
7/1/2015,TWN,TWD,Taiwan,79,31.02,2.546744036,-0.40635,-0.37178,-0.43562,-0.14694,-0.06981,37675.30072,3.79916501,-0.3298,-0.38265,-0.41416,-0.08599,-0.24773
7/1/2015,UKR,UAH,Ukraine,34,21.95,1.548974943,-0.63893,-0.61791,-0.65673,-0.48116,-0.43424,,,,,,,
7/1/2015,URY,UYU,Uruguay,113,27.345,4.13238252,-0.03674,0.01936,-0.08423,0.38418,0.50934,,,,,,,
7/1/2015,USA,USD,United States,4.29,1,4.29,0,0.05824,-0.0493,0.43698,0.56691,55083.507,4.289075775,0,-0.07885,-0.12587,0.36378,0.12245
7/1/2015,VEN,VEF,Venezuela,132,197,0.670050761,-0.84381,-0.83471,-0.85151,-0.77556,-0.75527,,,,,,,
7/1/2015,VNM,VND,Vietnam,60000,21810,2.751031637,-0.35873,-0.32139,-0.39035,-0.07852,0.00481,,,,,,,
7/1/2015,ZAF,ZAR,South Africa,26,12.41455,2.094316749,-0.51181,-0.48338,-0.53588,-0.29849,-0.23506,12498.42495,3.09062432,-0.32251,-0.37593,-0.40779,-0.07605,-0.23955
1/1/2016,ARE,AED,UAE,13,3.6731,3.53924478,-0.175,-0.11497,-0.16169,0.1349,0.31881,,,,,,,
1/1/2016,ARG,ARS,Argentina,33,13.80925,2.389702554,-0.44296,-0.40242,-0.43397,-0.23371,-0.10954,17946.93095,3.001710841,-0.22828,-0.29478,-0.28857,0.00374,-0.16043
1/1/2016,AUS,AUD,Australia,5.3,1.415728746,3.743655001,-0.12735,-0.06385,-0.11327,0.20045,0.39498,55293.827,4.115744482,-0.11827,-0.19425,-0.18716,0.14681,-0.04075
1/1/2016,BRA,BRL,Brazil,13.5,4.0248,3.354203936,-0.21813,-0.16124,-0.20551,0.07557,0.24986,9363.894858,2.745684451,0.1842,0.08216,0.09169,0.54022,0.28831
1/1/2016,CAN,CAD,Canada,5.84,1.4092,4.144195288,-0.03399,0.03631,-0.0184,0.32889,0.54423,40981.93512,3.688830048,0.08903,-0.00482,0.00395,0.41643,0.18477
1/1/2016,CHE,CHF,Switzerland,6.5,1.0088,6.443298969,0.50193,0.61123,0.52618,1.06612,1.40093,53504.37642,4.062366334,0.5375,0.40501,0.41738,0.99974,0.67267
1/1/2016,CHL,CLP,Chile,2100,715.215,2.93618003,-0.31558,-0.26577,-0.30453,-0.05848,0.09409,18031.06679,3.004220558,-0.05259,-0.13423,-0.12661,0.23224,0.0307
1/1/2016,CHN,CNY,China,17.6,6.5582,2.6836632,-0.37444,-0.32892,-0.36434,-0.13945,0,12195.67099,2.830154493,-0.08081,-0.16002,-0.15262,0.19554,0
1/1/2016,COL,COP,Colombia,7900,3253.9,2.427855804,-0.43407,-0.39288,-0.42493,-0.22148,-0.09532,9435.132644,2.747809428,-0.14351,-0.21731,-0.21042,0.11399,-0.06821
1/1/2016,CRI,CRC,Costa Rica,2150,535.25,4.016814573,-0.06368,0.00445,-0.04857,0.28804,0.49677,,,,,,,
1/1/2016,CZE,CZK,Czech Republic,75,25.1442,2.982795237,-0.30471,-0.25411,-0.29349,-0.04353,0.11146,25105.78076,3.215254679,-0.10072,-0.17821,-0.17098,0.16964,-0.02166
1/1/2016,DNK,DKK,Denmark,30,6.9405,4.322455155,0.00757,0.08088,0.02383,0.38605,0.61065,51451.16105,4.001120254,0.04722,-0.04303,-0.0346,0.36205,0.13928
1/1/2016,EGY,EGP,Egypt,16.93,7.83005,2.162182872,-0.49599,-0.45932,-0.48786,-0.30667,-0.19432,7336.250954,2.685201151,-0.21945,-0.28671,-0.28043,0.01522,-0.15082
1/1/2016,EUZ,EUR,Euro area,3.72,0.930232558,3.999000001,-0.06783,0,-0.05279,0.28233,0.49013,36074.29559,3.542438349,0.0943,0,0.00881,0.42329,0.19051
1/1/2016,GBR,GBP,Britain,2.89,0.684532977,4.221856502,-0.01588,0.05573,0,0.35379,0.57317,43796.42593,3.772784479,0.08475,-0.00873,0,0.41087,0.18011
1/1/2016,HKG,HKD,Hong Kong,19.2,7.75235,2.476668365,-0.42269,-0.38068,-0.41337,-0.20583,-0.07713,73308.84811,4.653120856,-0.48405,-0.52851,-0.52436,-0.32893,-0.43869
1/1/2016,HUN,HUF,Hungary,900,292.67905,3.075040731,-0.28321,-0.23105,-0.27164,-0.01395,0.14584,16910.25926,2.970787598,0.00338,-0.08308,-0.07501,0.30504,0.09159
1/1/2016,IDN,IDR,Indonesia,30500,13947.5,2.186771823,-0.49026,-0.45317,-0.48204,-0.29879,-0.18515,6343.198731,2.655579049,-0.20176,-0.27055,-0.26413,0.03822,-0.13159
1/1/2016,IND,INR,India,127,66.8025,1.901126455,-0.55685,-0.5246,-0.54969,-0.39038,-0.29159,3516.660684,2.571265256,-0.28328,-0.34504,-0.33927,-0.0678,-0.22027
1/1/2016,ISR,ILS,Israel,16.9,3.94105,4.288197308,-0.00042,0.07232,0.01571,0.37506,0.59789,35737.845,3.532402247,0.17677,0.07536,0.08483,0.53056,0.28023
1/1/2016,JPN,JPY,Japan,370,118.645,3.118546926,-0.27307,-0.22017,-0.26133,0,0.16205,49128.92092,3.93184934,-0.23115,-0.2974,-0.29122,0,-0.16355
1/1/2016,KOR,KRW,South Korea,4300,1197.75,3.590064705,-0.16316,-0.10226,-0.14965,0.1512,0.33775,32425.0957,3.433585088,0.01354,-0.0738,-0.06564,0.31825,0.10265
1/1/2016,LKA,LKR,Sri Lanka,350,144.05,2.429711906,-0.43363,-0.39242,-0.42449,-0.22088,-0.09463,,,,,,,
1/1/2016,MEX,MXN,Mexico,49,17.43675,2.810156709,-0.34495,-0.29729,-0.33438,-0.09889,0.04713,13399.56005,2.866065722,-0.04954,-0.13145,-0.1238,0.2362,0.03401
1/1/2016,MYS,MYR,Malaysia,8,4.3925,1.821286283,-0.57546,-0.54456,-0.56861,-0.41598,-0.32134,20237.68944,3.070042678,-0.42493,-0.47449,-0.46986,-0.25204,-0.37437
1/1/2016,NOR,NOK,Norway,46.8,8.97465,5.214688038,0.21554,0.304,0.23516,0.67215,0.94312,55345.36049,4.117281693,0.22774,0.12194,0.13182,0.59684,0.33567
1/1/2016,NZL,NZD,New Zealand,5.9,1.508068165,3.912289999,-0.08804,-0.02168,-0.07332,0.25452,0.45782,39664.52781,3.649532643,0.03916,-0.05039,-0.04203,0.35157,0.13051
1/1/2016,PAK,PKR,Pakistan,300,104.885,2.86027554,-0.33327,-0.28475,-0.32251,-0.08282,0.06581,2249.282307,2.533460182,0.09441,1e-04,0.00891,0.42344,0.19063
1/1/2016,PER,PEN,Peru,10,3.418,2.925687537,-0.31802,-0.2684,-0.30701,-0.06184,0.09018,8422.898484,2.717615141,0.04358,-0.04635,-0.03795,0.35733,0.13533
1/1/2016,PHL,PHP,Philippines,131,47.0225,2.785900367,-0.35061,-0.30335,-0.34012,-0.10667,0.0381,4528.856459,2.601458398,0.03809,-0.05136,-0.04301,0.35019,0.12936
1/1/2016,POL,PLN,Poland,9.6,4.0477,2.371717272,-0.44715,-0.40692,-0.43823,-0.23948,-0.11624,21146.65365,3.09715649,-0.25769,-0.32165,-0.31568,-0.03452,-0.19243
1/1/2016,RUS,RUB,Russia,114,74.655,1.527024312,-0.64405,-0.61815,-0.63831,-0.51034,-0.43099,21336.17697,3.102809847,-0.52293,-0.56404,-0.56021,-0.37951,-0.48099
1/1/2016,SAU,SAR,Saudi Arabia,12,3.7543,3.196334869,-0.25493,-0.20072,-0.24291,0.02494,0.19103,29054.92626,3.333055123,-0.0704,-0.15051,-0.14302,0.20908,0.01133
1/1/2016,SGP,SGD,Singapore,4.7,1.43725,3.270133936,-0.23773,-0.18226,-0.22543,0.04861,0.21853,69829.30757,4.549328423,-0.3032,-0.36325,-0.35764,-0.09372,-0.24195
1/1/2016,SWE,SEK,Sweden,45,8.60185,5.231432773,0.21945,0.30819,0.23913,0.67752,0.94936,41230.7487,3.696251995,0.37198,0.25375,0.26479,0.78445,0.49259
1/1/2016,THA,THB,Thailand,112,36.22,3.092214246,-0.2792,-0.22675,-0.26757,-0.00844,0.15224,7661.035461,2.694889262,0.11228,0.01643,0.02539,0.44668,0.21007
1/1/2016,TUR,TRY,Turkey,10.25,3.0096,3.405768208,-0.20611,-0.14835,-0.1933,0.0921,0.26907,12496.09448,2.839115931,0.16284,0.06263,0.07199,0.51243,0.26507
1/1/2016,TWN,TWD,Taiwan,69,33.2315,2.076343229,-0.516,-0.48078,-0.50819,-0.3342,-0.2263,45137.82229,3.812797461,-0.47211,-0.5176,-0.51335,-0.31341,-0.4257
1/1/2016,UKR,UAH,Ukraine,36,23.35,1.541755889,-0.64062,-0.61446,-0.63482,-0.50562,-0.4255,,,,,,,
1/1/2016,URY,UYU,Uruguay,113,30.185,3.743581249,-0.12737,-0.06387,-0.11329,0.20042,0.39495,,,,,,,
1/1/2016,USA,USD,United States,4.29,1,4.29,0,0.07277,0.01614,0.37564,0.59856,56729.681,4.158575074,0,-0.08617,-0.07813,0.30064,0.08791
1/1/2016,VEN,VEF,Venezuela,132,198.6986,0.664322748,-0.84515,-0.83388,-0.84265,-0.78698,-0.75246,,,,,,,
1/1/2016,VNM,VND,Vietnam,60000,22467.5,2.67052409,-0.3775,-0.3322,-0.36745,-0.14366,-0.0049,,,,,,,
1/1/2016,ZAF,ZAR,South Africa,28,15.81375,1.770611019,-0.58727,-0.55724,-0.58061,-0.43223,-0.34023,12224.60413,2.83101755,-0.39373,-0.44597,-0.44109,-0.21146,-0.34043
7/1/2016,ARE,AED,UAE,13,3.6731,3.53924478,-0.2135,-0.15845,-0.10177,0.02088,0.2707,,,,,,,
7/1/2016,ARG,ARS,Argentina,50,14.935,3.347840643,-0.25604,-0.20396,-0.15034,-0.03433,0.20198,12424.79835,3.147683428,0.02231,-0.03977,0.07911,0.2846,0.19874
7/1/2016,AUS,AUD,Australia,5.75,1.335737661,4.3047375,-0.04339,0.02357,0.09251,0.24168,0.54554,53461.34687,4.238490016,-0.02378,-0.08307,0.03045,0.22667,0.14468
7/1/2016,BRA,BRL,Brazil,15.5,3.24145,4.781810609,0.06262,0.137,0.21359,0.37929,0.71682,8554.878,3.044815746,0.50953,0.41786,0.5934,0.89682,0.77003
7/1/2016,CAN,CAD,Canada,6,1.303,4.60475825,0.02328,0.0949,0.16865,0.32822,0.65326,41841.696,3.929624086,0.12633,0.05793,0.18891,0.4153,0.3207
7/1/2016,CHE,CHF,Switzerland,6.5,0.9861,6.591623568,0.46481,0.56733,0.67291,0.90133,1.36661,56123.47177,4.309252872,0.47028,0.38099,0.55197,0.8475,0.72401
7/1/2016,CHL,CLP,Chile,2300,651.12,3.532374985,-0.21503,-0.16008,-0.10351,0.0189,0.26824,17269.0363,3.27644978,0.03627,-0.02666,0.09385,0.30214,0.2151
7/1/2016,CHN,CNY,China,18.6,6.678,2.785265049,-0.38105,-0.33773,-0.29312,-0.1966,0,12104.88435,3.139179684,-0.14717,-0.19896,-0.09979,0.07163,0
7/1/2016,COL,COP,Colombia,8900,2929,3.03857972,-0.32476,-0.2775,-0.22883,-0.12353,0.09095,8784.970679,3.050931919,-0.0427,-0.10083,0.01049,0.20291,0.1225
7/1/2016,CRI,CRC,Costa Rica,2250,546.39,4.117937737,-0.0849,-0.02085,0.0451,0.1878,0.47847,,,,,,,
7/1/2016,CZE,CZK,Czech Republic,75,24.54655,3.055419193,-0.32102,-0.27349,-0.22456,-0.11868,0.09699,26334.73506,3.517428232,-0.16506,-0.21576,-0.11867,0.04915,-0.02097
7/1/2016,DNK,DKK,Denmark,30,6.75715,4.439741607,-0.01339,0.05567,0.12677,0.28063,0.59401,53969.74935,4.252004037,0.00363,-0.05732,0.05939,0.26112,0.17683
7/1/2016,EGY,EGP,Egypt,23,8.87995,2.590104674,-0.42442,-0.38413,-0.34265,-0.25289,-0.07007,5664.460109,2.967984556,-0.16119,-0.21213,-0.11458,0.05402,-0.01643
7/1/2016,EUZ,EUR,Euro area,3.82,0.908306463,4.205628998,-0.06542,0,0.06736,0.2131,0.50996,36849.58982,3.796927197,0.06466,0,0.12381,0.3378,0.24838
7/1/2016,GBR,GBP,Britain,2.99,0.758840492,3.940221999,-0.1244,-0.06311,0,0.13654,0.41467,44403.84181,3.997729363,-0.05263,-0.11017,0,0.19042,0.11085
7/1/2016,HKG,HKD,Hong Kong,19.2,7.7554,2.475694355,-0.44985,-0.41134,-0.37169,-0.2859,-0.11115,76897.39313,4.861451609,-0.51051,-0.54024,-0.48332,-0.38493,-0.42604
7/1/2016,HUN,HUF,Hungary,900,285.6397,3.150822522,-0.29982,-0.25081,-0.20034,-0.09116,0.13125,17738.03419,3.288916374,-0.07917,-0.13509,-0.02801,0.15708,0.07974
7/1/2016,IDN,IDR,Indonesia,31000,13112.5,2.364156339,-0.47463,-0.43786,-0.39999,-0.31807,-0.15119,6546.387141,2.991427361,-0.24036,-0.28649,-0.19815,-0.04547,-0.10927
7/1/2016,IND,INR,India,162,67.2,2.410714286,-0.46429,-0.42679,-0.38818,-0.30464,-0.13448,2891.840889,2.894284612,-0.1994,-0.24802,-0.15492,0.006,-0.06124
7/1/2016,ISR,ILS,Israel,16.9,3.85875,4.379656625,-0.02674,0.04138,0.11153,0.26329,0.57244,37487.25,3.813877062,0.10378,0.03675,0.16511,0.38697,0.29426
7/1/2016,JPN,JPY,Japan,370,106.725,3.466854064,-0.22959,-0.17566,-0.12014,0,0.24471,51533.83314,4.187254111,-0.20418,-0.25251,-0.15996,0,-0.06684
7/1/2016,KOR,KRW,South Korea,4400,1140.95,3.856435427,-0.14301,-0.08303,-0.02126,0.11237,0.38458,33239.33046,3.700961654,0.00157,-0.05925,0.05722,0.25853,0.17441
7/1/2016,LKA,LKR,Sri Lanka,530,146.2,3.625170999,-0.19441,-0.13802,-0.07996,0.04567,0.30155,,,,,,,
7/1/2016,MEX,MXN,Mexico,44,18.535,2.37388724,-0.47247,-0.43555,-0.39752,-0.31526,-0.1477,15652.6965,3.233485297,-0.29433,-0.33719,-0.25513,-0.11329,-0.17256
