date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
6/1/2008,PHL,PHP,Philippines,87,44.485,1.95571541,-0.39074,-0.63395,-0.5721,-0.25365,0.06923,3004.755589,3.028076848,-0.14119,-0.55086,-0.446,0.05511,0.09118
6/1/2008,POL,PLN,Poland,7,2.03145,3.445814566,0.07346,-0.35504,-0.24607,0.31501,0.8839,14283.29029,3.339360307,0.3721,-0.28242,-0.11489,0.68572,0.74336
6/1/2008,RUS,RUB,Russia,59,23.2336,2.539425659,-0.2089,-0.52469,-0.44439,-0.03089,0.38835,13577.36301,3.31987697,0.01712,-0.46807,-0.34388,0.2496,0.29232
6/1/2008,SAU,SAR,Saudi Arabia,10,3.74955,2.666986705,-0.16916,-0.50082,-0.41648,0.01779,0.45809,20062.45988,3.498863287,0.01356,-0.46993,-0.34617,0.24524,0.28781
6/1/2008,SGP,SGD,Singapore,3.95,1.35275,2.919977823,-0.09035,-0.45346,-0.36112,0.11434,0.59641,48295.77545,4.278092538,-0.09242,-0.52536,-0.41454,0.11503,0.15315
6/1/2008,SWE,SEK,Sweden,38,5.96085,6.37492975,0.98596,0.1932,0.3948,1.43283,2.4853,30543.21513,3.788128324,1.23773,0.17028,0.44351,1.74921,1.84321
6/1/2008,THA,THB,Thailand,62,33.36,1.858513189,-0.42102,-0.65214,-0.59337,-0.29074,0.01609,7100.385439,3.141114743,-0.21325,-0.58855,-0.49248,-0.03342,-0.00037
6/1/2008,TUR,TRY,Turkey,5.15,1.19275,4.317753092,0.34509,-0.19184,-0.0553,0.64776,1.3606,7838.853035,3.16149618,0.81602,-0.05026,0.17148,1.23112,1.3074
6/1/2008,TWN,TWD,Taiwan,75,30.3625,2.470152326,-0.23048,-0.53766,-0.45954,-0.05733,0.35048,24913.61087,3.632753292,-0.09584,-0.52715,-0.41675,0.11082,0.1488
6/1/2008,UKR,UAH,Ukraine,11,4.6,2.391304348,-0.25505,-0.55242,-0.4768,-0.08742,0.30737,,,,,,,
6/1/2008,URY,UYU,Uruguay,61,19.15,3.18537859,-0.00767,-0.40379,-0.30306,0.21562,0.74151,,,,,,,
6/1/2008,USA,USD,United States,3.21,1,3.21,0,-0.39918,-0.29767,0.22502,0.75497,47943.353,4.268365806,0,-0.47702,-0.35492,0.22857,0.27058
6/1/2008,ZAF,ZAR,South Africa,16.95,7.56325,2.241100056,-0.30184,-0.58053,-0.50966,-0.14474,0.22525,9053.148607,3.195010297,-0.06729,-0.51222,-0.39833,0.1459,0.18508
7/1/2009,ARE,AED,UAE,10,3.673,2.722570106,-0.20625,-0.41033,-0.26183,-0.21245,0.4882,,,,,,,
7/1/2009,ARG,ARS,Argentina,11.5,3.81125,3.017382748,-0.1203,-0.34648,-0.1819,-0.12717,0.64935,8627.227566,2.745468316,0.26276,-0.18767,0.0864,0.21317,0.6123
7/1/2009,AUS,AUD,Australia,4.34,1.2869,3.372445411,-0.01678,-0.26958,-0.08563,-0.02447,0.84343,45459.24656,3.850597302,0.00629,-0.35266,-0.13425,-0.03323,0.28484
7/1/2009,BRA,BRL,Brazil,8.03,1.9971,4.020830204,0.17225,-0.12915,0.09017,0.16309,1.19785,6954.33098,2.695273769,0.71403,0.10263,0.47465,0.64672,1.1885
7/1/2009,CAN,CAD,Canada,3.89,1.16085,3.350992807,-0.02303,-0.27422,-0.09145,-0.03067,0.83171,44009.58933,3.807100956,0.01131,-0.34943,-0.12993,-0.0284,0.29126
7/1/2009,CHE,CHF,Switzerland,6.5,1.08605,5.984991483,0.7449,0.29626,0.62271,0.73125,2.27149,42675.83151,3.767082123,0.82543,0.17429,0.57049,0.75374,1.33073
7/1/2009,CHL,CLP,Chile,1750,548.55,3.190228785,-0.0699,-0.30904,-0.13503,-0.07718,0.74383,11018.22192,2.817209079,0.3011,-0.16301,0.11939,0.25,0.66125
7/1/2009,CHN,CNY,China,12.5,6.8327,1.82943785,-0.46664,-0.60377,-0.50399,-0.47081,0,6572.019944,2.68380269,-0.2168,-0.49617,-0.32618,-0.24756,0
7/1/2009,COL,COP,Colombia,7000,2095.6,3.340332124,-0.02614,-0.27653,-0.09434,-0.03376,0.82588,5413.626558,2.649045591,0.4488,-0.068,0.24646,0.3919,0.84984
7/1/2009,CRI,CRC,Costa Rica,2000,582.57,3.433063838,0.00089,-0.25645,-0.0692,-0.00693,0.87657,,,,,,,
7/1/2009,CZE,CZK,Czech Republic,67.92,18.66155,3.63956906,0.0611,-0.21172,-0.01321,0.0528,0.98945,19738.80704,3.078866508,0.35821,-0.12627,0.16852,0.30487,0.73417
7/1/2009,DNK,DKK,Denmark,29.5,5.3375,5.526932084,0.61135,0.19705,0.49851,0.59875,2.02111,38251.83508,3.634342001,0.74729,0.12403,0.50327,0.67867,1.23096
7/1/2009,EGY,EGP,Egypt,13,5.58475,2.327767581,-0.32135,-0.49584,-0.36887,-0.32666,0.2724,3303.678377,2.585737498,0.03434,-0.33461,-0.11012,-0.00629,0.32065
7/1/2009,EUZ,EUR,Euro area,3.31,0.716897269,4.617118998,0.3461,0,0.25184,0.33557,1.52379,30862.50163,3.41262821,0.55449,0,0.33739,0.49344,0.98479
7/1/2009,GBR,GBP,Britain,2.29,0.620886626,3.688274001,0.0753,-0.20117,0,0.06689,1.01607,38635.8615,3.64586455,0.16233,-0.25228,0,0.11668,0.48407
7/1/2009,HKG,HKD,Hong Kong,13.3,7.7505,1.716018321,-0.4997,-0.62834,-0.53474,-0.50361,-0.062,63233.55714,4.383907893,-0.55025,-0.71068,-0.61307,-0.56792,-0.42576
7/1/2009,HUN,HUF,Hungary,720,199.1577,3.615225522,0.054,-0.217,-0.01981,0.04576,0.97614,12923.41518,2.874373589,0.4451,-0.07037,0.24328,0.38835,0.84512
7/1/2009,IDN,IDR,Indonesia,20900,10200,2.049019608,-0.40262,-0.55621,-0.44445,-0.40729,0.12003,3846.901829,2.602036686,-0.09523,-0.41796,-0.22159,-0.13076,0.15522
7/1/2009,ISR,ILS,Israel,15,3.97425,3.774297037,0.10038,-0.18254,0.02332,0.09177,1.06309,24763.58106,3.229632705,0.34273,-0.13622,0.15521,0.29,0.71441
7/1/2009,JPN,JPY,Japan,320,92.565,3.457030195,0.00788,-0.25126,-0.0627,0,0.88967,44306.58606,3.816012216,0.04088,-0.33041,-0.10449,0,0.329
7/1/2009,KOR,KRW,South Korea,3400,1314.5,2.586534804,-0.24591,-0.43979,-0.29871,-0.2518,0.41384,23736.78107,3.19882401,-0.07096,-0.40235,-0.20071,-0.10745,0.18621
7/1/2009,LKA,LKR,Sri Lanka,210,114.86,1.828312729,-0.46696,-0.60401,-0.50429,-0.47113,-0.00062,,,,,,,
7/1/2009,MEX,MXN,Mexico,33,13.8104,2.389503563,-0.30335,-0.48247,-0.35214,-0.3088,0.30614,11630.32395,2.835574939,-0.03178,-0.37715,-0.167,-0.06981,0.23623
7/1/2009,MYS,MYR,Malaysia,6.77,3.602,1.879511383,-0.45204,-0.59293,-0.49041,-0.45632,0.02737,14804.37145,2.930810878,-0.26318,-0.526,-0.36608,-0.29211,-0.05922
7/1/2009,NOR,NOK,Norway,40,6.50925,6.145101202,0.79157,0.33094,0.66612,0.77757,2.35901,47220.31196,3.903437317,0.80879,0.16359,0.55618,0.73775,1.30948
7/1/2009,NZL,NZD,New Zealand,4.9,1.59235,3.077212924,-0.10285,-0.33352,-0.16568,-0.10987,0.68205,31114.8523,3.420199884,0.03374,-0.335,-0.11063,-0.00686,0.31989
7/1/2009,PAK,PKR,Pakistan,190,82.6,2.300242131,-0.32938,-0.5018,-0.37634,-0.33462,0.25735,1269.193025,2.524693635,0.04682,-0.32659,-0.09938,0.00571,0.33659
7/1/2009,PER,PEN,Peru,8.056,3.0274,2.661029266,-0.22419,-0.42366,-0.27852,-0.23026,0.45456,5241.836189,2.643891095,0.15641,-0.25608,-0.00509,0.111,0.47652
7/1/2009,PHL,PHP,Philippines,99.39,48.385,2.054149013,-0.40112,-0.5551,-0.44306,-0.40581,0.12283,3087.53619,2.579252244,-0.08495,-0.41135,-0.21274,-0.12089,0.16834
7/1/2009,POL,PLN,Poland,7.6,3.15525,2.408683939,-0.29776,-0.47831,-0.34693,-0.30325,0.31663,15222.05522,2.943343301,-0.05974,-0.39514,-0.19106,-0.09667,0.20053
7/1/2009,RUS,RUB,Russia,67,32.7959,2.042938294,-0.40439,-0.55753,-0.4461,-0.40905,0.1167,15862.20491,2.962550719,-0.20769,-0.49031,-0.31834,-0.2388,0.01163
7/1/2009,SAU,SAR,Saudi Arabia,11,3.7504,2.933020478,-0.14489,-0.36475,-0.20477,-0.15158,0.60324,23570.29739,3.193828738,0.05514,-0.32123,-0.09222,0.0137,0.34721
7/1/2009,SGP,SGD,Singapore,4.22,1.4645,2.881529532,-0.1599,-0.3759,-0.21873,-0.16647,0.57509,46009.60385,3.867110537,-0.14386,-0.44925,-0.26343,-0.17749,0.09312
7/1/2009,SWE,SEK,Sweden,39,7.90915,4.930997642,0.43761,0.06798,0.33694,0.42637,1.69536,32421.35118,3.459400824,0.63772,0.05354,0.409,0.5734,1.09106
7/1/2009,THA,THB,Thailand,64.49,34.165,1.887604273,-0.44968,-0.59117,-0.48821,-0.45398,0.03179,7759.963443,2.719446427,-0.20249,-0.48696,-0.31387,-0.23381,0.01827
7/1/2009,TUR,TRY,Turkey,5.65,1.55005,3.645043708,0.06269,-0.21054,-0.01172,0.05439,0.99244,8512.005166,2.742011117,0.52736,-0.01746,0.31405,0.46737,0.95014
7/1/2009,TWN,TWD,Taiwan,75,33.1755,2.260704436,-0.3409,-0.51036,-0.38706,-0.34606,0.23574,26036.21346,3.267817496,-0.20514,-0.48867,-0.31615,-0.23635,0.01489
7/1/2009,UKR,UAH,Ukraine,14,7.66,1.82767624,-0.46715,-0.60415,-0.50446,-0.47132,-0.00096,,,,,,,
7/1/2009,URY,UYU,Uruguay,61,23.17,2.632714717,-0.23244,-0.42979,-0.28619,-0.23845,0.43908,,,,,,,
7/1/2009,USA,USD,United States,3.43,1,3.43,0,-0.25711,-0.07003,-0.00782,0.87489,48470.553,3.940950264,0,-0.3567,-0.13966,-0.03927,0.27681
7/1/2009,ZAF,ZAR,South Africa,17.95,8.2805,2.167743494,-0.368,-0.5305,-0.41226,-0.37295,0.18492,10022.03101,2.787318797,-0.10643,-0.42517,-0.23123,-0.14152,0.14092
1/1/2010,ARE,AED,UAE,11,3.673,2.994827117,-0.12687,-0.38174,-0.18427,-0.14329,0.6357,,,,,,,
1/1/2010,ARG,ARS,Argentina,7,3.7985,1.842832697,-0.46273,-0.61956,-0.49805,-0.47283,0.00651,15235.93113,3.134153906,-0.25228,-0.55544,-0.3617,-0.30204,-0.09355
1/1/2010,AUS,AUD,Australia,4.35,1.09355,3.977870239,0.15973,-0.1788,0.0835,0.13792,1.17262,45608.66427,4.304289548,0.17523,-0.30127,0.00325,0.09701,0.42471
1/1/2010,BRA,BRL,Brazil,8.2,1.7233,4.75831254,0.38726,-0.01768,0.29607,0.36117,1.59888,7224.4718,2.825505552,1.14157,0.27326,0.82816,0.99903,1.59618
1/1/2010,CAN,CAD,Canada,4.12,1.0368,3.973765432,0.15853,-0.17964,0.08238,0.13675,1.17038,38955.68303,4.047977729,0.24836,-0.25779,0.06567,0.16527,0.51336
1/1/2010,CHE,CHF,Switzerland,6.5,1.03115,6.303641565,0.8378,0.30134,0.71699,0.80324,2.4429,41281.07742,4.137565546,0.93741,0.15188,0.65388,0.80846,1.34868
1/1/2010,CHL,CLP,Chile,1600,503.1,3.18028225,-0.0728,-0.34345,-0.13375,-0.09024,0.73699,12208.74994,3.01752915,0.34026,-0.20315,0.14412,0.25106,0.62477
1/1/2010,CHN,CNY,China,12.5,6.8272,1.830911648,-0.46621,-0.62202,-0.50129,-0.47624,0,7148.387814,2.822574351,-0.17511,-0.50956,-0.29583,-0.23001,0
1/1/2010,COL,COP,Colombia,8200,2095.6,3.912960489,0.1408,-0.1922,0.06582,0.11935,1.13717,4811.082901,2.732527671,0.82103,0.08268,0.55453,0.69982,1.20759
1/1/2010,CRI,CRC,Costa Rica,2050,582.57,3.518890434,0.02592,-0.27355,-0.04152,0.00662,0.92193,,,,,,,
1/1/2010,CZE,CZK,Czech Republic,67.64,18.21005,3.714432415,0.08292,-0.23318,0.01174,0.06256,1.02873,19233.29316,3.288155713,0.43653,-0.14592,0.22631,0.34092,0.74148
1/1/2010,DNK,DKK,Denmark,30.94,5.16195,5.99385891,0.74748,0.23739,0.63261,0.71462,2.2737,34639.93517,3.881709834,0.96363,0.16747,0.67626,0.83293,1.38046
1/1/2010,EGY,EGP,Egypt,13,5.465,2.378774016,-0.30648,-0.50892,-0.35207,-0.31952,0.29923,3759.886582,2.692029429,0.1237,-0.33191,-0.04075,0.0489,0.36223
1/1/2010,EUZ,EUR,Euro area,3.36,0.693649638,4.843943997,0.41223,0,0.3194,0.38567,1.64565,28946.09246,3.662349652,0.68196,0,0.43581,0.57001,1.039
1/1/2010,GBR,GBP,Britain,2.29,0.623752495,3.671328,0.07036,-0.24208,0,0.05023,1.00519,37333.71817,3.985490139,0.17143,-0.30353,0,0.09346,0.4201
1/1/2010,HKG,HKD,Hong Kong,14.8,7.75655,1.908064797,-0.44371,-0.60609,-0.48028,-0.45417,0.04214,54962.72928,4.66466294,-0.47983,-0.69073,-0.55595,-0.51445,-0.3694
1/1/2010,HUN,HUF,Hungary,720,186.6508,3.857470742,0.12463,-0.20365,0.0507,0.10348,1.10686,12595.15802,3.032415853,0.61767,-0.03822,0.38093,0.51,0.96106
1/1/2010,IDN,IDR,Indonesia,20900,9320,2.24248927,-0.34621,-0.53705,-0.38919,-0.35851,0.22479,4210.652641,2.709395579,0.05253,-0.37422,-0.1015,-0.01753,0.27596
1/1/2010,ISR,ILS,Israel,14.9,3.7325,3.991962492,0.16384,-0.17589,0.08733,0.14195,1.18031,25645.34113,3.53518537,0.43598,-0.14624,0.22584,0.34041,0.74081
1/1/2010,JPN,JPY,Japan,320,91.54,3.495739567,0.01917,-0.27833,-0.04783,0,0.90929,41592.29097,4.149555315,0.0713,-0.36306,-0.08547,0,0.29872
1/1/2010,KOR,KRW,South Korea,3400,1140.5,2.981148619,-0.13086,-0.38456,-0.18799,-0.14721,0.62823,24661.05481,3.497264894,0.084,-0.35551,-0.07463,0.01185,0.31411
1/1/2010,LKA,LKR,Sri Lanka,210,114.86,1.828312729,-0.46696,-0.62256,-0.502,-0.47699,-0.00142,,,,,,,
1/1/2010,MEX,MXN,Mexico,32,12.81375,2.497317335,-0.27192,-0.48445,-0.31978,-0.28561,0.36397,11630.23884,2.995241513,0.06027,-0.36962,-0.09489,-0.0103,0.28535
1/1/2010,MYS,MYR,Malaysia,7.05,3.3875,2.081180812,-0.39324,-0.57035,-0.43313,-0.40465,0.13669,12936.32479,3.045559596,-0.131,-0.48334,-0.25818,-0.18884,0.05347
1/1/2010,NOR,NOK,Norway,40,5.69555,7.023026749,1.04753,0.44986,0.91294,1.00902,2.83581,43404.31949,4.219365271,1.11667,0.25846,0.80691,0.97579,1.56599
1/1/2010,NZL,NZD,New Zealand,4.9,1.35685,3.611305598,0.05286,-0.25447,-0.01635,0.03306,0.97241,31199.9114,3.749179963,0.22491,-0.27174,0.04565,0.14338,0.48493
1/1/2010,PAK,PKR,Pakistan,200,82.6,2.421307506,-0.29408,-0.50014,-0.34048,-0.30735,0.32246,1464.805887,2.603609473,0.18263,-0.29687,0.00956,0.10392,0.43368
1/1/2010,PER,PEN,Peru,8.056,2.8705,2.806479707,-0.18178,-0.42062,-0.23557,-0.19717,0.53283,5358.875146,2.753631838,0.29608,-0.22942,0.10641,0.20981,0.57121
1/1/2010,PHL,PHP,Philippines,101.52,45.92,2.210801394,-0.35545,-0.54359,-0.39782,-0.36757,0.20749,3096.1392,2.666457991,0.05436,-0.37313,-0.09994,-0.01581,0.27818
1/1/2010,POL,PLN,Poland,8.1,2.83565,2.85648793,-0.1672,-0.4103,-0.22195,-0.18287,0.56015,15234.81715,3.134110989,0.15903,-0.31091,-0.01059,0.08188,0.40506
1/1/2010,RUS,RUB,Russia,70,29.927,2.339024961,-0.31807,-0.51712,-0.36289,-0.33089,0.27752,14264.30572,3.096721202,-0.03948,-0.42892,-0.18004,-0.10341,0.16442
1/1/2010,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.22259,-0.44951,-0.27369,-0.23721,0.45639,20701.77769,3.344730341,0.01382,-0.39724,-0.13455,-0.05366,0.22903
1/1/2010,SGP,SGD,Singapore,4.45,1.39555,3.188706961,-0.07035,-0.34171,-0.13146,-0.08783,0.7416,43641.64123,4.228508295,-0.04103,-0.42985,-0.18137,-0.10486,0.16253
1/1/2010,SWE,SEK,Sweden,39,7.0821,5.506841191,0.60549,0.13685,0.49996,0.5753,2.0077,31459.3039,3.759173282,0.86288,0.10757,0.59026,0.73889,1.25833
1/1/2010,THA,THB,Thailand,70,33.135,2.11256979,-0.38409,-0.56387,-0.42458,-0.39567,0.15383,7077.868896,2.819857549,-0.04729,-0.43357,-0.18672,-0.1107,0.15495
1/1/2010,TUR,TRY,Turkey,5.65,1.47455,3.831677461,0.11711,-0.20898,0.04368,0.0961,1.09277,8419.787947,2.871556133,0.69686,0.00886,0.44854,0.58392,1.05707
1/1/2010,TWN,TWD,Taiwan,75,31.8425,2.355342702,-0.31331,-0.51376,-0.35845,-0.32622,0.28643,25556.01693,3.531744079,-0.15191,-0.49577,-0.27603,-0.20836,0.02812
1/1/2010,UKR,UAH,Ukraine,14,7.66,1.82767624,-0.46715,-0.62269,-0.50218,-0.47717,-0.00177,,,,,,,
1/1/2010,URY,UYU,Uruguay,77,23.17,3.32326284,-0.03112,-0.31393,-0.09481,-0.04934,0.81509,,,,,,,
1/1/2010,USA,USD,United States,3.43,1,3.43,0,-0.2919,-0.06573,-0.01881,0.87338,47102.428,4.361838079,0,-0.40545,-0.14634,-0.06656,0.21228
1/1/2010,ZAF,ZAR,South Africa,17.95,7.3045,2.457389281,-0.28356,-0.49269,-0.33065,-0.29703,0.34217,10563.6368,2.954149752,0.05783,-0.37107,-0.09697,-0.01258,0.28239
7/1/2010,ARE,AED,UAE,11,3.67285,2.994949426,-0.15157,-0.30873,-0.14026,-0.18406,0.53761,,,,,,,
7/1/2010,ARG,ARS,Argentina,14,3.93375,3.558945027,0.0082,-0.17855,0.02164,-0.03041,0.82717,7840.063686,3.046985566,0.37039,-0.0149,0.30752,0.27979,0.81257
7/1/2010,AUS,AUD,Australia,4.35,1.133722578,3.8369175,0.08695,-0.11439,0.10144,0.04532,0.96988,46938.36293,4.137032637,0.08815,-0.21779,0.03823,0.0162,0.43925
7/1/2010,BRA,BRL,Brazil,8.71,1.77495,4.907180484,0.39014,0.13264,0.40867,0.3369,1.51935,6999.747642,3.023557845,0.90418,0.36881,0.81682,0.77828,1.51859
7/1/2010,CAN,CAD,Canada,4.17,1.04235,4.000575622,0.13331,-0.07662,0.14842,0.08991,1.0539,39610.70479,3.93274006,0.1935,-0.14206,0.13874,0.11459,0.57859
7/1/2010,CHE,CHF,Switzerland,6.5,1.05085,6.185468906,0.75226,0.42768,0.77562,0.68515,2.17563,42484.60737,4.012863471,0.80847,0.30001,0.72551,0.6889,1.392
7/1/2010,CHL,CLP,Chile,1750,523.65,3.34192686,-0.05328,-0.22864,-0.04065,-0.08953,0.71575,11487.71673,3.148680873,0.24527,-0.10484,0.18814,0.16293,0.64707
7/1/2010,CHN,CNY,China,13.2,6.7769,1.947793239,-0.44822,-0.55043,-0.44086,-0.46935,0,6966.662521,3.022635444,-0.24395,-0.45652,-0.27863,-0.29394,0
7/1/2010,COL,COP,Colombia,8200,1868.45,4.388664401,0.24325,0.01296,0.25983,0.19564,1.25315,4951.347709,2.966449163,0.73576,0.24774,0.65613,0.621,1.29582
7/1/2010,CRI,CRC,Costa Rica,2000,522.115,3.830573724,0.08515,-0.11586,0.09962,0.04359,0.96662,,,,,,,
7/1/2010,CZE,CZK,Czech Republic,67.64,19.7476,3.425226357,-0.02968,-0.20942,-0.01674,-0.06684,0.75852,19794.03057,3.380258032,0.18887,-0.14539,0.13433,0.11026,0.57247
7/1/2010,DNK,DKK,Denmark,28.5,5.81365,4.902255898,0.38874,0.1315,0.40726,0.33556,1.51683,38701.97297,3.907404931,0.47198,0.05813,0.40445,0.37466,0.94693
7/1/2010,EGY,EGP,Egypt,13,5.699,2.281101948,-0.3538,-0.47349,-0.34518,-0.37854,0.17112,3869.504267,2.936287742,-0.08853,-0.3448,-0.13035,-0.1488,0.20556
7/1/2010,EUZ,EUR,Euro area,3.380031071,0.78015291,4.332523827,0.22734,0,0.24371,0.18034,1.22432,29613.45744,3.654020259,0.39112,0,0.3273,0.29914,0.83998
7/1/2010,GBR,GBP,Britain,2.29,0.657375756,3.483548,-0.01316,-0.19595,0,-0.05095,0.78846,38422.16476,3.899603975,0.04808,-0.24659,0,-0.02121,0.38626
7/1/2010,HKG,HKD,Hong Kong,14.8,7.7742,1.90373286,-0.4607,-0.56059,-0.45351,-0.48135,-0.02262,56565.14121,4.405423888,-0.49299,-0.63554,-0.51625,-0.52652,-0.3294
7/1/2010,HUN,HUF,Hungary,740,221.96915,3.333796611,-0.05558,-0.23052,-0.04299,-0.09175,0.71158,12612.02964,3.180026328,0.22999,-0.11582,0.17356,0.14867,0.62686
7/1/2010,IDN,IDR,Indonesia,22780,9063,2.513516496,-0.28796,-0.41985,-0.27846,-0.31522,0.29044,3975.782039,2.93925073,0.00332,-0.27877,-0.04271,-0.06302,0.32705
7/1/2010,ISR,ILS,Israel,14.9,3.8619,3.858204511,0.09298,-0.10948,0.10755,0.05112,0.98081,26393.01871,3.56423554,0.27003,-0.08705,0.21176,0.18606,0.67982
7/1/2010,JPN,JPY,Japan,320,87.18,3.670566644,0.03982,-0.15279,0.05369,0,0.88447,42804.89421,4.021792957,0.0708,-0.23026,0.02167,0,0.4163
7/1/2010,KOR,KRW,South Korea,3400,1204.45,2.822865208,-0.20032,-0.34845,-0.18966,-0.23095,0.44926,25380.036,3.535993933,-0.06336,-0.3267,-0.10633,-0.12529,0.23886
7/1/2010,LKA,LKR,Sri Lanka,210,112.775,1.86211483,-0.47249,-0.5702,-0.46545,-0.49269,-0.04399,,,,,,,
7/1/2010,MEX,MXN,Mexico,32,12.782,2.503520576,-0.29079,-0.42216,-0.28133,-0.31795,0.28531,11969.31286,3.162107606,-0.0711,-0.33226,-0.11372,-0.13252,0.22862
7/1/2010,MYS,MYR,Malaysia,7.05,3.2135,2.193869613,-0.37851,-0.49363,-0.37022,-0.40231,0.12634,13313.47712,3.199582441,-0.19553,-0.42171,-0.23243,-0.24872,0.06405
7/1/2010,NOR,NOK,Norway,45,6.24625,7.204322594,1.04088,0.66285,1.0681,0.96273,2.69871,39706.44581,3.935409287,1.14782,0.54395,1.04928,1.00581,1.84084
7/1/2010,NZL,NZD,New Zealand,5,1.39275766,3.59,0.017,-0.17138,0.03056,-0.02195,0.84311,31467.33921,3.705705842,0.13663,-0.18294,0.08448,0.06148,0.50337
7/1/2010,PAK,PKR,Pakistan,210,85.525,2.455422391,-0.30441,-0.43326,-0.29514,-0.33105,0.26062,1435.725332,2.868434826,0.00433,-0.27804,-0.04175,-0.06208,0.32839
7/1/2010,PER,PEN,Peru,10,2.8275,3.536693192,0.0019,-0.18369,0.01526,-0.03647,0.81574,4442.973078,2.952275854,0.40551,0.01035,0.34103,0.31258,0.85902
7/1/2010,PHL,PHP,Philippines,102,46.47,2.194964493,-0.3782,-0.49338,-0.36991,-0.40201,0.1269,3171.410799,2.916825137,-0.1171,-0.36533,-0.1576,-0.17548,0.16778
7/1/2010,POL,PLN,Poland,8.3,3.1969,2.596265132,-0.26451,-0.40075,-0.25471,-0.29268,0.33293,15301.17415,3.254998748,-0.06418,-0.32729,-0.10711,-0.12605,0.23777
7/1/2010,RUS,RUB,Russia,71,30.44325,2.332208289,-0.33932,-0.4617,-0.33051,-0.36462,0.19736,14473.41167,3.231921016,-0.15336,-0.39139,-0.1922,-0.20933,0.11982
7/1/2010,SAU,SAR,Saudi Arabia,10,3.75045,2.666346705,-0.24466,-0.38457,-0.23459,-0.27359,0.36891,21305.32806,3.422392483,-0.08593,-0.34292,-0.12786,-0.14636,0.20901
7/1/2010,SGP,SGD,Singapore,4.23,1.3742,3.078154563,-0.128,-0.28952,-0.11637,-0.1614,0.58033,47249.9446,4.145719426,-0.12887,-0.37379,-0.16883,-0.18646,0.15221
7/1/2010,SWE,SEK,Sweden,48.4,7.37355,6.564002414,0.85949,0.51505,0.88429,0.78828,2.36997,26088.4898,3.55574538,1.16587,0.55693,1.06651,1.02267,1.86471
7/1/2010,THA,THB,Thailand,70,32.305,2.166847237,-0.38616,-0.49986,-0.37798,-0.40967,0.11246,7284.220759,3.031488858,-0.16138,-0.39716,-0.19985,-0.21682,0.10921
7/1/2010,TUR,TRY,Turkey,5.95,1.5293,3.890668933,0.10217,-0.10199,0.11687,0.05996,0.99748,8228.358807,3.0578111,0.49282,0.07311,0.42434,0.39412,0.9745
7/1/2010,TWN,TWD,Taiwan,75,32.1055,2.336048341,-0.33823,-0.46081,-0.32941,-0.36357,0.19933,26301.09031,3.561672609,-0.23048,-0.44683,-0.26578,-0.28135,0.01782
7/1/2010,UKR,UAH,Ukraine,14.5,7.899,1.835675402,-0.47998,-0.5763,-0.47304,-0.49989,-0.05756,,,,,,,
7/1/2010,URY,UYU,Uruguay,79,21.1,3.744075829,0.06064,-0.13582,0.07479,0.02003,0.92221,,,,,,,
7/1/2010,USA,USD,United States,3.53,1,3.53,0,-0.18523,0.01333,-0.0383,0.81231,47102.428,4.141606714,0,-0.28115,-0.04588,-0.06612,0.32266
7/1/2010,ZAF,ZAR,South Africa,18.45,7.5365,2.448085982,-0.30649,-0.43495,-0.29724,-0.33305,0.25685,10576.99085,3.12329015,-0.08038,-0.33893,-0.12257,-0.14118,0.21635
7/1/2011,ARE,AED,UAE,12,3.67305,3.267039654,-0.10246,-0.3371,-0.1605,-0.19993,0.43727,,,,,,,
7/1/2011,ARG,ARS,Argentina,20,4.1325,4.83968542,0.32958,-0.018,0.24361,0.18519,1.12913,7414.67727,3.444555467,0.95574,0.24455,0.69474,0.69566,1.1329
7/1/2011,AUS,AUD,Australia,4.56,0.922381589,4.943724001,0.35817,0.00311,0.27035,0.21067,1.1749,49117.99636,5.087700365,0.35257,-0.13928,0.17206,0.1727,0.47509
7/1/2011,BRA,BRL,Brazil,9.5,1.5416,6.162428646,0.69297,0.25039,0.58351,0.50912,1.71105,7639.618973,3.453418354,1.48388,0.58063,1.15239,1.15356,1.70888
7/1/2011,CAN,CAD,Canada,4.73,0.94585,5.000792938,0.37384,0.01469,0.28501,0.22465,1.20001,37755.59987,4.640012645,0.5002,-0.04534,0.29999,0.30069,0.63609
7/1/2011,CHE,CHF,Switzerland,6.5,0.80615,8.063015568,1.21511,0.63603,1.07188,0.97456,2.54718,44872.88064,4.920439332,1.28098,0.45151,0.97657,0.97764,1.4876
7/1/2011,CHL,CLP,Chile,1850,462.75,3.997839006,0.09831,-0.18882,0.02729,-0.02097,0.75878,12773.31638,3.655690233,0.52224,-0.03131,0.31909,0.3198,0.66013
7/1/2011,CHN,CNY,China,14.65,6.445,2.273079907,-0.37553,-0.53878,-0.41591,-0.44334,0,7569.408325,3.450651997,-0.08306,-0.4165,-0.20543,-0.205,0
7/1/2011,COL,COP,Colombia,8400,1770.5,4.74442248,0.30341,-0.03733,0.21913,0.16186,1.08722,5347.678896,3.36311404,0.96368,0.24959,0.70161,0.70253,1.14155
